id,dataset,task,label,source,model,device,answer_length_tokens,mean_token_probability,min_token_probability,max_token_probability,mean_token_logprob,min_token_logprob,max_token_logprob,sum_token_logprob,negative_mean_logprob,low_confidence_token_ratio,mean_token_entropy,min_token_entropy,max_token_entropy,sum_token_entropy,high_entropy_token_ratio
halueval_qa_000005_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.5230378992855549,0.07201168686151505,0.9740641117095947,-1.3286025002598763,-2.6309268474578857,-0.02627815306186676,-2.6572050005197525,1.3286025002598763,0.5,0.7165533900260925,0.25494134426116943,1.1781654357910156,1.433106780052185,0.0
halueval_qa_000005_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,10,0.8127662345767022,0.16875077784061432,0.9990972280502319,-0.3423607395205181,-1.7793323993682861,-0.0009031984372995794,-3.423607395205181,0.3423607395205181,0.0,0.44258113894611595,0.008534541353583336,1.3010132312774658,4.42581138946116,0.0
halueval_qa_000006_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,5,0.7991255551576615,0.030409768223762512,0.9974756836891174,-0.7055918931961059,-3.4929914474487305,-0.0025274972431361675,-3.52795946598053,0.7055918931961059,0.2,0.513401297852397,0.024277688935399055,2.255824565887451,2.567006489261985,0.2
halueval_qa_000006_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,16,0.6295358892530203,0.010148302651941776,0.9998056292533875,-1.081281010568091,-4.59044885635376,-0.00019441144831944257,-17.300496169089456,1.081281010568091,0.1875,0.7367690931860125,0.0018818376120179892,2.253774881362915,11.7883054909762,0.0625
halueval_qa_000007_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.700650210181872,0.13364337384700775,0.9987437725067139,-0.6815822358475998,-2.012580394744873,-0.00125698687043041,-2.0447467075427994,0.6815822358475998,0.0,0.9157088746627172,0.015355154871940613,2.475952625274658,2.7471266239881516,0.3333333333333333
halueval_qa_000007_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,10,0.4448988787509734,0.00026276629068888724,0.9994369149208069,-2.269924223521957,-8.244245529174805,-0.000563224486541003,-22.69924223521957,2.269924223521957,0.4,1.3488514159806073,0.007009794004261494,2.475952625274658,13.488514159806073,0.4
halueval_qa_000008_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.7480524713173509,0.04865780845284462,0.9988358020782471,-0.7702053932007402,-3.0229430198669434,-0.0011648305226117373,-3.080821572802961,0.7702053932007402,0.25,0.5825753656681627,0.011564728803932667,1.9867604970932007,2.330301462672651,0.0
halueval_qa_000008_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,19,0.6861369218601905,2.420006524062046e-07,0.9999163746833801,-1.4728301715785117,-15.234325408935547,-8.356221951544285e-05,-27.98377325999172,1.4728301715785117,0.15789473684210525,0.6880970554009668,0.001035224413499236,2.545225143432617,13.07384405261837,0.05263157894736842
halueval_qa_000009_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,7,0.7770039194396564,0.04447159916162491,0.9965113997459412,-0.5636906708989825,-3.1129045486450195,-0.0034947055391967297,-3.945834696292877,0.5636906708989825,0.14285714285714285,0.48011251805084093,0.03313116356730461,1.4573619365692139,3.3607876263558865,0.0
halueval_qa_000009_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,13,0.49226169674623704,0.00010041426139650866,0.9998623132705688,-2.589994290508912,-9.206206321716309,-0.00013767725613433868,-33.669925776615855,2.589994290508912,0.38461538461538464,0.8792262113151642,0.0017905235290527344,2.1344408988952637,11.429940747097135,0.07692307692307693
halueval_qa_000010_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.7425383686495479,0.0001639364054426551,0.9998719692230225,-2.186567897490022,-8.716032028198242,-0.0001280225842492655,-8.746271589960088,2.186567897490022,0.25,0.4556264220154844,0.0015094035770744085,1.5596973896026611,1.8225056880619377,0.0
halueval_qa_000010_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,16,0.7317628766983546,6.6433954089006875e-06,0.9994279742240906,-1.6144683762540808,-11.921887397766113,-0.0005721601191908121,-25.831494020065293,1.6144683762540808,0.125,0.8329408097197302,0.006266581825911999,6.427149295806885,13.327052955515683,0.0625
halueval_qa_000011_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.9186207354068756,0.6948372721672058,0.9961313009262085,-0.09612966363783926,-0.36407753825187683,-0.003876197151839733,-0.38451865455135703,0.09612966363783926,0.0,0.5399628411978483,0.034553200006484985,1.9622979164123535,2.1598513647913933,0.0
halueval_qa_000011_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,22,0.4478973100145099,5.047547892900184e-05,0.9999061822891235,-2.0579430041527136,-9.894022941589355,-9.381330892210826e-05,-45.2747460913597,2.0579430041527136,0.36363636363636365,2.17526876069182,0.0011313310824334621,6.818473815917969,47.855912735220045,0.5
halueval_qa_000012_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.49175956612452865,7.664691656827927e-05,0.983442485332489,-4.746498660184443,-9.476301193237305,-0.016696127131581306,-9.492997320368886,4.746498660184443,0.5,0.7291745580732822,0.11328733712434769,1.3450617790222168,1.4583491161465645,0.0
halueval_qa_000012_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,21,0.8658182007659759,0.002358817495405674,0.9998905658721924,-0.4093817338556012,-6.049594879150391,-0.00010942813969450071,-8.597016410967626,0.4093817338556012,0.047619047619047616,0.24153889395806583,0.0014200852019712329,1.3450617790222168,5.072316773119383,0.0
halueval_qa_000013_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,5,0.8961333513259888,0.5030584335327148,0.9974339604377747,-0.14190605469048023,-0.6870490312576294,-0.0025693520437926054,-0.7095302734524012,0.14190605469048023,0.0,0.5117494706064463,0.021379565820097923,2.3783345222473145,2.5587473530322313,0.2
halueval_qa_000013_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,19,0.6494939466444377,8.985492604551837e-05,0.9998746514320374,-1.3918205131761312,-9.317314147949219,-0.000125281119835563,-26.444589750346495,1.3918205131761312,0.2631578947368421,0.8905003183325263,0.0016401393804699183,3.5290963649749756,16.919506048318,0.15789473684210525
halueval_qa_000014_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.7264968464151025,0.031021837145090103,0.9784833192825317,-0.900306086987257,-3.4730639457702637,-0.021751534193754196,-3.601224347949028,0.900306086987257,0.25,0.7907298356294632,0.1521136462688446,2.409259796142578,3.162919342517853,0.25
halueval_qa_000014_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,21,0.5061973357584238,0.001630086568184197,0.9974936842918396,-1.7303684886788862,-6.419122219085693,-0.0025094228330999613,-36.33773826225661,1.7303684886788862,0.3333333333333333,1.5582933836572228,0.023023685440421104,4.511634349822998,32.72416105680168,0.42857142857142855
halueval_qa_000015_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.7608468867838383,0.19753874838352203,0.9989413619041443,-0.44662419229280204,-1.6218205690383911,-0.0010592094622552395,-1.7864967691712081,0.44662419229280204,0.0,0.6551086001563817,0.010218244977295399,2.091836452484131,2.620434400625527,0.25
halueval_qa_000015_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,15,0.4048506465895722,0.0003478950820863247,0.9983935356140137,-2.3045374353959533,-7.96360969543457,-0.00160779373254627,-34.5680615309393,2.3045374353959533,0.4,0.9551171752313773,0.0202285498380661,2.7513427734375,14.32675762847066,0.2
halueval_qa_000016_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,22,0.836644262414087,0.008051656186580658,0.9997779130935669,-0.3974222313203923,-4.821877479553223,-0.0002220622409367934,-8.74328908904863,0.3974222313203923,0.045454545454545456,0.5206577416551723,0.0025153690949082375,3.326977491378784,11.45447031641379,0.045454545454545456
halueval_qa_000016_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,15,0.3109191623737085,4.447734318091534e-05,0.9886860847473145,-3.626443781952063,-10.020530700683594,-0.011378396302461624,-54.39665672928095,3.626443781952063,0.5333333333333333,2.687166220943133,0.09195404499769211,6.169642448425293,40.307493314146996,0.5333333333333333
halueval_qa_000017_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.07150540500879288,0.07150540500879288,0.07150540500879288,-2.6379823684692383,-2.6379823684692383,-2.6379823684692383,-2.6379823684692383,2.6379823684692383,1.0,2.307499647140503,2.307499647140503,2.307499647140503,2.307499647140503,1.0
halueval_qa_000017_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,22,0.5381382648708743,0.00031315526575781405,0.990074872970581,-1.4259823813018473,-8.068811416625977,-0.00997463520616293,-31.371612388640642,1.4259823813018473,0.22727272727272727,1.1044200733304024,0.09319041669368744,3.340859889984131,24.297241613268852,0.22727272727272727
halueval_qa_000018_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.8573216423392296,0.4513203799724579,0.9987998604774475,-0.20443813866586424,-0.795577883720398,-0.0012007892364636064,-0.817752554663457,0.20443813866586424,0.0,0.5613901768811047,0.011044429615139961,2.0828330516815186,2.245560707524419,0.25
halueval_qa_000018_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,11,0.5455952736930075,0.001148861600086093,0.9995100498199463,-1.5145181023293512,-6.768983840942383,-0.0004900684580206871,-16.659699125622865,1.5145181023293512,0.18181818181818182,0.7806411351669919,0.0052845655009150505,2.3439414501190186,8.58705248683691,0.18181818181818182
halueval_qa_000019_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.675966652110219,0.03105292282998562,0.9997429251670837,-1.1584065124237288,-3.472062349319458,-0.0002571013756096363,-3.4752195372711867,1.1584065124237288,0.3333333333333333,1.2079737536453952,0.0029916956555098295,3.5953116416931152,3.6239212609361857,0.3333333333333333
halueval_qa_000019_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,16,0.6929461899808302,0.00010620748798828572,0.9998581409454346,-1.1177730214576513,-9.150115966796875,-0.00014184899919200689,-17.88436834332242,1.1177730214576513,0.1875,0.8811621982458746,0.0017750991974025965,3.590852737426758,14.098595171933994,0.125
halueval_qa_000020_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.6387888789176941,0.31040018796920776,0.9671775698661804,-0.6016330197453499,-1.1698929071426392,-0.03337313234806061,-1.2032660394906998,0.6016330197453499,0.0,1.5458483919501305,0.15559200942516327,2.9361047744750977,3.091696783900261,0.5
halueval_qa_000020_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,15,0.5582364041891803,0.00014433903561439365,0.9937898516654968,-1.3833756371711692,-8.843345642089844,-0.0062295072712004185,-20.750634557567537,1.3833756371711692,0.13333333333333333,1.066135044892629,0.04908149689435959,2.9364237785339355,15.992025673389435,0.13333333333333333
halueval_qa_000021_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.8853572010993958,0.6797689199447632,0.9983258843421936,-0.13664905788997808,-0.3860023617744446,-0.0016755126416683197,-0.4099471736699343,0.13664905788997808,0.0,0.5616660099476576,0.01711791194975376,1.4915192127227783,1.6849980298429728,0.0
halueval_qa_000021_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,10,0.5818222669404349,6.259743531700224e-05,0.9997389316558838,-1.609519125512452,-9.678786277770996,-0.0002610342635307461,-16.09519125512452,1.609519125512452,0.1,1.1999453766737134,0.002957042772322893,4.311616897583008,11.999453766737133,0.2
halueval_qa_000022_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.8360160887241364,0.523219883441925,0.9997519850730896,-0.21124988955125446,-0.6477535367012024,-0.000248043768806383,-0.8449995582050178,0.21124988955125446,0.0,0.6712309986469336,0.003058432834222913,1.6016591787338257,2.6849239945877343,0.0
halueval_qa_000022_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,18,0.7476965423104249,0.005078047979623079,0.999687671661377,-0.6562160713155107,-5.282828330993652,-0.0003123987407889217,-11.811889283679193,0.6562160713155107,0.1111111111111111,0.6263735970585711,0.004125057719647884,1.6000277996063232,11.274724747054279,0.0
halueval_qa_000023_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.5669466545805335,0.04965793713927269,0.9907983541488647,-1.1034760989714414,-3.0025970935821533,-0.009244258515536785,-4.4139043958857656,1.1034760989714414,0.25,1.0700526684522629,0.06548480689525604,2.6911869049072266,4.2802106738090515,0.25
halueval_qa_000023_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,9,0.21038548489903203,0.00030726060504093766,0.9696532487869263,-3.8988466202798815,-8.087814331054688,-0.030816739425063133,-35.089619582518935,3.8988466202798815,0.6666666666666666,1.7853086507982678,0.16729328036308289,4.684649467468262,16.06777785718441,0.3333333333333333
halueval_qa_000024_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.6671586905916532,0.06931670755147934,0.973483145236969,-0.9127152804285288,-2.669069290161133,-0.026874704286456108,-2.7381458412855864,0.9127152804285288,0.3333333333333333,1.0473759919404984,0.1412382870912552,2.758429765701294,3.142127975821495,0.3333333333333333
halueval_qa_000024_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,9,0.38744450385113144,0.0010509224375709891,0.9991408586502075,-2.1078593445903,-6.858087062835693,-0.0008594871615059674,-18.9707341013127,2.1078593445903,0.3333333333333333,1.4226784682315257,0.009602048434317112,3.14739727973938,12.804106214083731,0.3333333333333333
halueval_qa_000025_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.5948189422488213,0.20145611464977264,0.9881817698478699,-0.8070361511781812,-1.6021836996078491,-0.011888602748513222,-1.6140723023563623,0.8070361511781812,0.0,0.9974404834210873,0.117283396422863,1.8775975704193115,1.9948809668421745,0.0
halueval_qa_000025_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,19,0.6430447778471525,0.0004803504853043705,0.9999931454658508,-1.5326773003250405,-7.640994548797607,-6.794906312279636e-06,-29.12086870617577,1.5326773003250405,0.2631578947368421,0.8024946181134223,0.00010827946243807673,5.155717849731445,15.247397744155023,0.05263157894736842
halueval_qa_000026_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.5834324583411217,0.16944299638271332,0.99742192029953,-0.888910056790337,-1.7752387523651123,-0.0025813612155616283,-1.777820113580674,0.888910056790337,0.0,1.466203928925097,0.027992727234959602,2.9044151306152344,2.932407857850194,0.5
halueval_qa_000026_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,24,0.7136872913087279,8.050826068028982e-07,0.9998586773872375,-1.3062057275098293,-14.032320976257324,-0.00014137222024146467,-31.348937460235902,1.3062057275098293,0.20833333333333334,0.7544927198759979,0.0017998466501012444,2.9044151306152344,18.10782527702395,0.16666666666666666
halueval_qa_000027_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.001449361676350236,0.001449361676350236,0.001449361676350236,-6.536632061004639,-6.536632061004639,-6.536632061004639,-6.536632061004639,6.536632061004639,1.0,1.791959524154663,1.791959524154663,1.791959524154663,1.791959524154663,0.0
halueval_qa_000027_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,15,0.6552778087866803,0.000629704911261797,0.9999290704727173,-1.1838638057844946,-7.3702592849731445,-7.092700980138034e-05,-17.75795708676742,1.1838638057844946,0.13333333333333333,0.8642134647234343,0.0009258699719794095,2.9108409881591797,12.963201970851514,0.2
halueval_qa_000028_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.008677138015627861,0.008677138015627861,0.008677138015627861,-4.747063636779785,-4.747063636779785,-4.747063636779785,-4.747063636779785,4.747063636779785,1.0,1.0332365036010742,1.0332365036010742,1.0332365036010742,1.0332365036010742,0.0
halueval_qa_000028_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,17,0.8819716445177685,9.752003506946494e-07,0.9999791979789734,-0.8809189536377209,-13.840622901916504,-2.074220174108632e-05,-14.975622211841255,0.8809189536377209,0.058823529411764705,0.297241663597935,0.00030819233506917953,1.296328067779541,5.053108281164896,0.0
halueval_qa_000029_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.8431717356046041,0.6477708220481873,0.9970951676368713,-0.18656382841678956,-0.4342183768749237,-0.0029090011958032846,-0.5596914852503687,0.18656382841678956,0.0,0.7222403759757677,0.028993569314479828,1.6620913743972778,2.1667211279273033,0.0
halueval_qa_000029_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,22,0.8311103447150056,6.4825176195881795e-06,0.9996960759162903,-0.7336758471911625,-11.946401596069336,-0.00030393750057555735,-16.140868638205575,0.7336758471911625,0.045454545454545456,0.35625478643289005,0.0034953313879668713,1.6620913743972778,7.837605301523581,0.0
halueval_qa_000030_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.9172748128573099,0.7580105066299438,0.9989945292472839,-0.09441934634620945,-0.27705803513526917,-0.0010059778578579426,-0.28325803903862834,0.09441934634620945,0.0,0.573521185045441,0.01243709959089756,1.6578145027160645,1.720563555136323,0.0
halueval_qa_000030_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,9,0.4422680617491197,0.00036007154267281294,0.9997090697288513,-2.4251612448553916,-7.929207801818848,-0.0002909475297201425,-21.826451203698525,2.4251612448553916,0.3333333333333333,0.6876454746816307,0.002804382937029004,1.6578145027160645,6.188809272134677,0.0
halueval_qa_000031_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.877952829003334,0.5946559906005859,0.9999333620071411,-0.151550296743153,-0.5197721719741821,-6.663577369181439e-05,-0.606201186972612,0.151550296743153,0.0,0.5663914866745472,0.0008030617609620094,1.5132288932800293,2.265565946698189,0.0
halueval_qa_000031_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,8,0.672586303204298,0.1958581507205963,0.9997315406799316,-0.5682947777859226,-1.6303646564483643,-0.00026854246971197426,-4.546358222287381,0.5682947777859226,0.0,0.6509721660986543,0.0031189024448394775,1.5132288932800293,5.207777328789234,0.0
halueval_qa_000032_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.023688210174441338,0.023688210174441338,0.023688210174441338,-3.7427778244018555,-3.7427778244018555,-3.7427778244018555,-3.7427778244018555,3.7427778244018555,1.0,1.2552695274353027,1.2552695274353027,1.2552695274353027,1.2552695274353027,0.0
halueval_qa_000032_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,21,0.5462564551964446,0.0002505512093193829,0.999687135219574,-1.5703347205389513,-8.291847229003906,-0.00031287543242797256,-32.97702913131798,1.5703347205389513,0.23809523809523808,1.2362287432797963,0.0037788818590343,2.9947543144226074,25.96080360887572,0.14285714285714285
halueval_qa_000033_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.0010342318564653397,0.0010342318564653397,0.0010342318564653397,-6.874096393585205,-6.874096393585205,-6.874096393585205,-6.874096393585205,6.874096393585205,1.0,3.437884569168091,3.437884569168091,3.437884569168091,3.437884569168091,1.0
halueval_qa_000033_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,15,0.6877764643480381,0.020990194752812386,0.9999802112579346,-0.7250395309621429,-3.8636999130249023,-1.9788545614574105e-05,-10.875592964432144,0.7250395309621429,0.06666666666666667,0.8606121790362522,0.00027873297221958637,3.437884569168091,12.909182685543783,0.13333333333333333
halueval_qa_000034_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,6,0.7774369184238216,0.012988426722586155,0.9998745918273926,-0.7894019626643664,-4.343696594238281,-0.00012540031457319856,-4.736411775986198,0.7894019626643664,0.16666666666666666,0.6910320003128921,0.001599891809746623,2.867701530456543,4.146192001877353,0.16666666666666666
halueval_qa_000034_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,9,0.5108070179153906,0.00015982254990376532,0.9998446702957153,-1.8007681679236056,-8.741446495056152,-0.00015531764074694365,-16.20691351131245,1.8007681679236056,0.2222222222222222,1.265672056340716,0.0021019999403506517,2.867701530456543,11.391048507066444,0.2222222222222222
halueval_qa_000035_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,5,0.9328914165496827,0.7977510094642639,0.9988276958465576,-0.07362539146561176,-0.22595873475074768,-0.0011729273246601224,-0.3681269573280588,0.07362539146561176,0.0,0.35126315876841546,0.012679845094680786,0.9189114570617676,1.7563157938420773,0.0
halueval_qa_000035_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,9,0.4996319986983306,0.0010989666916429996,0.9995695948600769,-1.67660691391211,-6.813385009765625,-0.00043049128726124763,-15.08946222520899,1.67660691391211,0.3333333333333333,0.8696770790136523,0.004352768883109093,2.287372589111328,7.8270937111228704,0.1111111111111111
halueval_qa_000036_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.7856879035631815,0.3661423325538635,0.9981075525283813,-0.3379465043156718,-1.0047332048416138,-0.0018942285096272826,-1.0138395129470155,0.3379465043156718,0.0,0.4811079365511735,0.02342144027352333,1.3399600982666016,1.4433238096535206,0.0
halueval_qa_000036_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,15,0.8631558015942573,0.1015784963965416,0.9998695850372314,-0.2563389695744263,-2.286923408508301,-0.00013040646445006132,-3.8450845436163945,0.2563389695744263,0.0,0.2860575862849752,0.001578428433276713,1.4338443279266357,4.290863794274628,0.0
halueval_qa_000037_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.6509793289005756,0.03478594124317169,0.9993937015533447,-0.963316029519774,-3.358541965484619,-0.0006064721383154392,-3.853264118079096,0.963316029519774,0.25,1.2533474590163678,0.0072674257680773735,3.0217623710632324,5.013389836065471,0.25
halueval_qa_000037_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,11,0.3716252490624108,0.001694725127890706,0.9696658253669739,-2.2857142275368627,-6.380234718322754,-0.030803794041275978,-25.142856502905488,2.2857142275368627,0.36363636363636365,2.287317308512601,0.25791215896606445,5.59001350402832,25.16049039363861,0.45454545454545453
halueval_qa_000038_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.022759202867746353,0.022759202867746353,0.022759202867746353,-3.782785654067993,-3.782785654067993,-3.782785654067993,-3.782785654067993,3.782785654067993,1.0,2.995307445526123,2.995307445526123,2.995307445526123,2.995307445526123,1.0
halueval_qa_000038_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,28,0.8287156533416626,0.0007963883690536022,0.9999644756317139,-0.5376169328420863,-7.13542366027832,-3.5523738915799186e-05,-15.053274119578418,0.5376169328420863,0.07142857142857142,0.4948361978292399,0.0004233159706927836,2.995307445526123,13.855413539218716,0.03571428571428571
halueval_qa_000039_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.3098192811012268,0.3098192811012268,0.3098192811012268,-1.1717661619186401,-1.1717661619186401,-1.1717661619186401,-1.1717661619186401,1.1717661619186401,0.0,3.5518569946289062,3.5518569946289062,3.5518569946289062,3.5518569946289062,1.0
